Tendency	FAM19A5	TDRKH	KLK12	CNTNAP2	DCTN1	TRAF2	LY75	TNFRSF9	DCN	LAG3	LRRN1	IL10	METAP1D	CPXM1	CD4	SIGLEC6	TNFRSF4	CXCL9	ANGPT1	CD40-L	CBL	IRAK1
0	2.15692	6.31832	2.7949	1.09693	6.81768	5.33768	2.20858	5.60784	4.03139	2.33953	4.69678	3.19594	6.46334	4.9205	3.28988	5.50321	5.08328	6.18223	9.60517	8.85246	6.23373	4.33909
0	1.80583	7.56734	1.42784	1.75586	7.25353	6.28232	3.34232	5.74913	3.90778	3.19765	4.43844	3.95289	6.94672	6.25801	3.45642	5.69406	5.36245	7.17153	10.09686	9.26467	7.12745	5.06081
0	1.58337	2.64525	3.19259	1.30263	3.75118	3.22714	2.76988	6.27563	4.3099	2.64138	5.27173	3.27799	3.394	4.49924	3.55845	5.72078	5.59869	6.95831	9.56786	5.39524	2.3369	1.28368
0	1.9656	3.48543	2.37711	1.35306	3.01921	2.41844	2.28734	5.27086	3.99604	2.64606	4.0565	2.59572	3.04129	4.08933	3.42077	5.50039	4.70763	7.41007	9.16336	3.51662	3.05867	1.55828
0	1.86969	3.48834	1.42784	1.74099	3.69734	2.55581	2.40519	6.01658	4.37705	2.91947	5.82368	3.40373	4.06084	3.69439	3.7153	5.68512	5.27881	7.23846	8.42073	5.31635	3.04228	1.81946
0	2.47141	4.28556	2.15843	1.4436	4.75728	4.30324	2.57965	5.68193	4.33057	3.28758	5.14891	2.28676	3.67219	4.42339	3.89581	6.0044	5.40433	6.80116	8.52459	5.60919	4.33281	3.13269
0	2.13537	2.58606	1.8452	1.36881	4.34822	2.95506	2.03801	5.5109	4.08648	2.3451	4.38895	3.74599	3.38115	5.21523	3.03431	5.41626	5.13337	6.85623	8.99143	5.20587	2.72437	2.41313
0	1.75458	3.68436	1.42784	1.22344	4.41864	2.94049	2.08304	5.82996	4.11493	3.02805	4.01185	2.76133	4.39937	3.7094	3.54063	5.57968	4.92006	5.68092	8.04915	5.4457	3.67304	2.13392
0	1.5652	4.4297	1.42784	1.29165	4.02272	1.93057	2.59926	5.56413	4.10235	2.4798	5.63674	2.25522	3.85469	4.48364	3.00518	5.39044	5.1657	5.41457	8.62896	5.4715	3.02911	1.84284
0	2.02159	3.84171	1.42784	1.58768	4.49652	4.46019	2.24692	5.49138	4.1354	2.49393	4.01419	2.65364	4.42831	4.86052	3.58764	5.16203	4.77326	6.63508	9.27583	7.27828	4.72643	2.5181
0	1.09248	4.01697	1.63845	1.63448	4.74267	3.97774	2.12118	4.8619	4.02884	2.88912	4.53987	2.15209	2.78596	3.88498	2.84067	4.99967	4.4134	6.06206	8.02548	5.74568	4.28117	2.25378
0	2.20206	5.03272	2.36788	1.68078	3.90354	1.79152	2.20747	5.43444	4.43421	2.7183	5.07745	2.09768	3.15944	4.61451	3.40365	5.40058	4.60053	6.07795	8.85771	4.661	3.10736	1.60792
0	2.28659	4.93232	2.67937	1.85727	4.30415	3.77416	2.63636	6.16577	3.95602	2.50048	4.71243	2.27492	4.96733	4.74276	3.52321	5.94153	5.58996	5.96267	8.7048	5.70918	4.44849	2.19443
0	1.87925	3.61171	2.25934	0.91817	3.43741	2.37039	2.07421	5.28246	4.0198	2.30167	5.12537	1.94836	2.8505	2.26815	2.92656	5.46043	5.14282	6.54154	8.02011	4.88078	2.37219	0.93205
0	1.237	5.93999	1.89931	1.18618	5.42413	4.62456	2.48995	5.57556	4.23628	2.67793	5.13653	2.61155	5.48692	4.27693	2.99294	5.35616	5.09868	6.52192	9.08936	7.54343	5.14942	3.32348
0	2.2869	3.14676	1.42784	1.40679	3.65472	3.41792	2.39264	6.13509	4.06166	3.30878	4.23284	2.79202	3.18098	3.57776	3.43948	5.34406	5.7897	7.87254	9.03806	3.99825	2.75154	1.92791
0	2.13539	3.52109	1.42784	1.52809	4.31998	3.35727	2.15317	5.33285	4.31393	2.02171	5.57725	2.39506	4.48506	4.92075	3.2032	6.06564	5.04909	5.68668	9.02012	5.35079	2.92734	2.27347
0	1.32232	3.34021	2.10198	1.09629	3.90799	2.44859	2.30727	5.51539	4.02554	2.55013	4.61292	2.19041	4.11286	3.19948	3.15783	5.55983	4.60327	7.19891	8.6576	5.05871	2.841	3.14885
0	1.6513	1.99296	1.42784	1.2173	3.6148	2.90019	2.59895	5.14466	4.27068	2.52553	5.81691	1.95916	1.80002	3.40143	3.47226	5.58466	4.84437	6.33898	8.78249	3.38194	1.65003	0.87835
0	1.78469	3.70386	2.75871	1.44912	4.28568	3.65389	2.43857	6.66036	4.34462	3.62905	4.77769	3.11952	3.95573	4.44086	3.51885	5.93685	6.06073	8.05284	8.8174	5.90699	3.70239	2.50418
0	2.16129	2.0162	2.47288	1.69223	2.16735	2.04385	2.90809	5.51596	4.09705	2.82755	4.60995	2.6242	2.38553	4.32238	3.49203	5.93718	5.21198	6.66523	8.89117	2.88126	1.3593	0.87835
0	1.89752	5.73467	1.42784	1.18704	6.20396	5.44739	2.23635	5.56481	4.06311	2.68073	5.00315	2.5599	5.07043	4.35653	3.64016	5.65987	5.28258	6.50006	9.26747	7.64684	5.2509	3.63842
0	0.83304	5.69585	3.07527	1.14608	5.85356	4.47116	2.29159	4.6075	4.42779	2.62878	4.40074	2.03918	5.26247	4.28329	3.50833	5.48692	5.10477	7.53868	8.87782	6.93581	4.87819	3.42987
0	1.11913	4.95446	1.42784	1.27589	4.95972	4.07412	2.53542	5.44008	4.06781	3.73872	4.95589	1.94943	3.84785	4.58121	2.91496	5.24885	5.15959	6.34323	9.53996	6.18248	3.31944	2.6388
0	1.30386	6.01012	2.22485	1.47061	5.00996	4.72854	2.6083	5.33638	4.24709	2.76413	5.42065	2.33607	5.40233	4.61231	3.10415	5.08426	4.6846	6.49948	8.90317	7.50581	4.4245	3.21017
0	2.14934	2.69876	1.42784	2.47971	2.61915	2.0524	2.02855	5.87799	4.29132	2.77812	4.50503	4.05701	2.83839	4.41348	3.32371	6.01652	5.43511	7.81875	9.13351	3.91475	2.01069	0.87835
0	1.46824	6.11072	3.1388	1.65493	5.39495	4.62375	2.75335	5.32331	4.36023	2.66208	5.36967	1.98858	6.12017	4.3121	3.38177	5.65163	5.19808	6.6518	8.65379	6.87039	5.3943	3.36275
0	1.45059	2.76201	1.42784	1.27106	3.78286	3.01206	1.8887	4.99717	4.15146	2.77822	4.71328	2.4895	3.13356	4.38733	3.68447	5.10887	4.83887	6.14336	7.98625	4.38966	2.72374	2.04339
0	1.7996	2.63965	1.42784	0.95021	4.46016	4.33141	2.23448	5.86054	4.17368	2.95694	4.18893	1.74808	3.02062	3.82958	3.39936	6.14669	4.94486	6.32582	8.22965	3.9301	1.74193	2.12579
0	2.47168	4.57928	1.42784	1.86379	4.55705	3.84751	2.34189	6.17316	4.48815	2.91718	4.80171	2.28224	5.65021	4.87238	3.5574	5.63818	5.52763	6.57914	9.18638	6.29762	4.70062	2.79657
0	1.22916	1.83569	3.67995	1.0094	3.25108	2.83539	1.8887	5.5601	3.86546	2.56053	4.04173	2.49908	2.36513	2.30608	2.85942	5.57773	4.77129	7.01547	7.2435	3.00034	1.05323	0.87835
0	2.76669	3.06251	2.55386	1.29913	4.48603	3.15025	1.8887	5.77723	4.37478	2.7605	4.73706	2.2354	4.0763	2.71285	3.22277	5.22485	5.29398	6.00562	7.84518	5.25845	3.25928	1.96331
0	2.0551	3.61117	1.42784	2.09887	3.48687	1.82537	2.21012	5.82904	4.11758	2.91898	4.53323	2.39592	4.40292	5.31524	3.46165	5.74751	5.13555	6.39012	8.67373	4.32279	2.65699	0.9243
0	1.68269	2.0034	1.42784	1.53392	3.07292	2.29458	2.54093	5.11889	4.21902	2.91334	4.32766	2.24602	2.51511	4.69367	3.30376	5.93056	4.62052	6.51803	10.33908	4.61836	1.63649	1.19021
0	1.68395	3.0531	2.19538	1.64454	3.18424	2.88318	2.23018	5.65397	4.26736	3.0444	4.09571	2.01064	2.34412	3.86566	3.38654	5.87807	5.12922	7.59377	8.40726	4.22789	1.87203	1.31699
0	1.3975	3.50059	1.42784	1.20104	3.6781	2.65414	2.23076	5.75035	4.28572	2.87328	4.0818	2.30435	2.82581	2.00841	3.27955	4.94135	4.96951	6.57096	8.19955	4.67081	2.48253	1.37117
0	1.74394	3.11047	1.42784	1.12773	3.29194	2.37019	2.51271	5.90644	3.95357	2.56483	5.0273	2.48598	3.00816	4.95389	3.60382	5.48317	5.25269	6.70498	8.47648	4.43439	2.52222	1.54136
0	1.7894	3.5544	2.49985	0.91817	4.35435	3.33037	2.18624	5.91025	4.39783	3.46581	4.40369	6.15536	4.73527	4.53678	3.4284	5.7887	4.82133	7.81853	8.91743	5.44738	3.21767	1.93866
0	1.48962	3.28344	2.4278	0.95689	3.15541	2.93092	2.27058	4.94058	3.95374	2.536	4.79866	2.39529	3.24929	3.742	3.0938	4.75789	4.56217	6.32722	8.15571	4.48794	2.55596	1.65584
0	1.62814	4.13139	1.42784	1.30935	3.65007	2.16212	2.50348	5.29473	4.05496	2.12455	4.34113	2.56746	3.92753	4.14591	3.1848	5.67419	4.44124	6.03426	8.66245	5.1052	2.59333	1.3119
0	1.82133	2.8288	2.86477	1.22546	2.63313	1.54906	2.46925	5.46289	4.48704	2.95813	4.61279	2.62569	2.11022	4.31769	3.5062	5.73889	5.19617	6.24052	8.91171	3.80797	1.74558	0.87835
0	1.57357	4.37585	1.42784	1.15984	4.9248	4.13411	2.49558	5.0465	4.15938	2.42322	4.39683	1.82194	4.40174	3.97355	3.21785	6.53477	5.26122	6.24845	7.86378	6.49179	4.53139	3.23336
0	2.20951	4.77611	1.42784	1.32646	4.49474	4.3759	2.64957	5.56866	4.49848	2.74448	4.52231	3.00076	3.98121	4.4927	3.4128	6.17977	5.27057	6.37888	8.68472	5.70753	3.69541	2.80669
0	2.13298	3.92434	1.42784	1.55567	4.54095	4.51007	2.98977	6.1758	4.33322	3.21482	4.18495	2.73883	4.52079	3.64376	3.74411	5.48622	5.15253	7.32113	7.88008	6.02823	4.06111	2.77048
0	1.86257	3.56089	2.79251	1.96771	4.56611	3.20483	2.51818	5.42961	4.33688	2.95769	4.73734	2.04178	4.68691	4.35172	3.52281	6.03606	4.91772	6.13911	8.84479	5.88453	3.64854	2.16829
0	2.66295	4.94175	4.08392	1.64054	5.74451	4.66352	2.38165	5.76973	3.9157	2.36616	3.17077	2.59012	4.86119	5.86509	3.86817	6.14284	5.23389	7.29804	9.97407	7.40022	4.975	3.7182
0	1.7965	2.73849	1.42784	0.91817	4.11249	2.58953	2.33347	5.12748	4.41255	2.81547	4.51776	2.57009	4.3428	2.68593	3.18909	5.5511	4.80736	5.69268	7.78618	4.82245	2.81649	1.01713
0	1.47209	1.83569	1.76027	1.28883	3.07717	2.1308	2.09691	5.38098	3.91169	2.48396	5.36517	1.89554	2.17367	2.70454	2.99914	4.71804	4.54382	6.01254	7.52403	3.7202	1.3927	0.87835
0	1.60273	2.66282	2.05375	1.98434	2.92188	1.54906	2.13956	5.40254	4.26387	2.859	5.52423	1.77223	2.87362	5.24733	3.30205	5.3983	5.22893	7.0612	9.25302	4.17501	2.39705	0.87835
0	1.35169	1.83569	1.42784	1.25143	1.70728	2.21193	3.05957	5.66177	4.51645	3.0678	4.76079	2.09735	2.0713	3.9568	3.30227	5.93919	5.44981	7.07995	9.12523	2.99334	1.51792	0.87835
0	0.64963	1.83569	2.24097	0.99391	2.46996	2.77443	2.47253	4.71635	4.04056	3.02187	4.83931	2.3451	2.49449	3.65571	3.19785	5.36109	4.4713	6.64296	8.25521	4.08092	2.02259	1.51697
0	1.63559	5.64702	1.42784	1.53458	5.34748	5.38403	2.61724	5.44309	3.9721	2.64222	4.16157	2.15344	6.08612	4.57469	3.34834	5.39466	4.91812	6.91173	8.65737	6.78876	5.00335	3.93698
0	1.33427	1.83569	1.42784	1.0844	1.85315	2.13993	2.45314	4.99161	4.0106	2.66704	5.47694	2.1753	2.21854	3.78785	3.30596	5.44168	4.83752	5.87247	7.73531	4.65016	1.7934	0.87835
0	0.93137	4.98523	1.42784	1.41762	5.00206	4.57067	2.27744	5.22421	4.38407	2.67905	4.40439	2.0766	4.54299	4.25918	3.26099	5.22362	4.58716	6.83762	8.38384	6.18659	4.53275	3.22375
0	1.81753	4.4667	1.42784	1.2676	4.59343	3.75831	2.1745	5.6731	3.97865	2.40493	4.51938	2.16109	3.03756	4.45624	3.65558	5.57027	5.35779	5.57142	7.98968	5.73308	3.47655	2.84548
0	1.69209	6.92874	2.44779	0.91817	6.0638	5.75762	2.53282	5.69593	3.92584	2.09411	4.55896	2.51658	6.33964	4.84656	3.26089	5.32439	5.19456	6.65428	10.25523	9.2067	5.83243	4.90813
0	2.26462	5.5248	2.7777	1.16628	5.06303	4.939	2.08002	5.32608	4.21469	2.24077	3.83514	2.68737	4.50642	4.56193	3.14726	5.20586	4.60153	6.585	8.82875	6.81199	4.73244	3.49329
0	1.59439	4.34624	1.42784	0.9692	4.2722	3.39434	2.68939	5.64421	4.22695	3.07226	4.62379	2.23442	4.45041	5.17746	3.38449	5.96882	5.47231	6.64212	8.98682	5.40979	3.07102	2.28463
0	1.74573	1.83569	1.42784	1.53485	1.15291	1.54906	2.21698	5.82219	4.17661	2.88534	4.76627	2.17673	1.45306	4.15188	3.37704	5.61383	5.3058	6.68505	8.19132	2.22442	1.06874	0.87835
0	2.11066	1.87007	1.42784	1.46006	2.06421	1.54906	1.93155	5.35648	4.08765	2.4256	3.87297	2.80976	1.86333	4.57931	2.95362	5.66997	5.24967	6.21908	7.98555	3.40529	1.45804	0.87835
0	2.28755	2.71226	1.42784	1.18455	3.6026	2.47773	2.83667	5.95693	3.95564	2.67692	3.86422	2.12353	3.49805	3.4725	3.61277	5.9777	5.5293	6.74868	8.28844	4.68585	2.68759	1.82848
0	1.20539	4.69937	3.71449	1.08619	4.83913	3.43847	2.41316	5.67173	4.10476	2.86551	4.13629	2.07223	5.22096	4.41142	3.66916	5.61363	5.33365	8.02782	8.27146	6.01033	4.71115	2.5269
0	1.7766	3.20926	2.28221	2.16265	4.19317	2.58985	2.13464	5.74186	4.10108	2.26766	4.72264	2.65036	3.26028	4.60151	3.59316	5.48709	5.16365	6.57259	9.26555	5.06762	2.86289	1.79802
0	1.74552	4.22726	3.19833	1.70937	4.63197	4.37632	2.5993	5.5281	4.47312	2.58462	4.93593	2.23184	4.30075	4.51402	3.48601	5.4564	5.04967	6.92691	9.16154	5.43465	3.46719	2.52086
0	1.46735	1.83569	2.40039	1.64908	1.90756	1.54906	2.69528	5.34697	4.31689	2.87342	3.60174	2.89794	2.64651	2.93858	3.4842	5.57826	4.73271	6.75366	7.94497	3.33698	1.07511	0.87835
0	1.71645	3.64633	2.04733	1.79897	4.05626	3.30946	2.41498	6.27857	4.26574	2.92938	4.07618	2.96959	3.47573	3.35293	3.43793	5.58885	6.28768	8.93294	8.72666	4.67007	2.90444	2.02851
0	1.04839	5.90327	2.59459	1.01319	5.42784	3.86667	2.27361	5.07497	4.17911	1.96136	4.14683	2.52486	4.57806	3.77481	3.66643	5.95281	5.28122	7.40767	8.69031	7.03303	5.05387	2.9503
0	1.23719	3.99196	1.52557	1.33087	4.14837	3.5062	2.58243	5.44616	4.13822	3.01227	4.90586	1.94641	3.47845	2.9491	2.92576	5.45019	4.99282	6.32264	8.60283	5.00208	2.84174	2.06623
0	1.21729	5.58232	3.50066	1.31605	4.91296	4.25499	2.81532	6.02518	4.48338	3.25753	4.52587	2.87626	4.5916	4.6157	3.59273	6.23128	5.41632	8.50067	8.74501	6.99105	4.94054	2.93243
0	1.82518	6.31083	1.42784	3.23214	6.04102	5.05898	2.89045	5.47387	3.77309	2.50239	4.42533	2.86787	6.24523	6.95505	3.58307	5.88956	4.97527	7.05404	10.77265	7.85636	5.64796	4.19071
0	1.74217	5.48032	1.42784	1.70493	5.19146	3.37009	2.90256	5.5305	3.92841	2.92635	4.33638	1.81002	6.40779	5.81881	3.57355	5.7568	4.67095	7.54745	10.17918	7.13017	5.54405	3.10451
0	1.71919	4.45753	2.87852	0.91817	4.13636	2.93402	2.69609	5.65191	4.09036	3.15133	3.70107	2.39384	4.20921	3.46277	3.41607	5.73735	5.24778	6.27501	8.35532	5.77149	3.70596	1.90115
0	1.56987	2.18461	3.54243	1.52036	3.21111	2.5309	2.44617	5.48	4.15769	2.61941	4.75326	2.37523	2.88603	4.5123	3.85036	5.1012	5.08975	7.53959	8.39973	4.29833	2.43636	1.73403
0	1.93516	1.83569	1.42784	1.17166	2.82224	1.54906	1.8887	5.39148	4.31437	2.33453	5.35724	1.96774	4.01908	1.60076	3.05761	5.73475	4.6705	5.97672	8.02937	4.50871	1.65251	0.94632
0	1.44127	3.6801	2.91933	1.33775	4.0199	3.04194	2.2181	5.54788	3.85141	2.44007	4.27505	2.38854	4.00806	4.61569	2.93299	5.27728	4.73469	6.30766	9.42682	5.29563	3.33457	2.07066
0	1.72736	3.65615	3.81873	1.69016	4.30996	3.63615	2.85198	6.02979	4.64309	3.09999	4.39884	4.3156	4.99579	4.00524	3.94644	5.63789	5.47755	7.53795	8.33559	5.94298	3.8639	2.33917
0	1.98373	2.63881	2.26107	1.33243	4.06469	3.55583	2.35648	5.51203	4.3318	2.18967	3.9648	2.38668	3.50741	4.1432	3.84825	6.02623	5.13176	5.25128	9.0194	5.4388	2.86517	1.61727
0	1.25365	3.78993	1.90261	1.43811	4.87174	4.50748	2.03618	4.83038	3.81406	2.22193	4.10579	3.56787	4.42574	4.22266	3.41965	5.119	4.32463	6.02003	8.35516	6.4726	4.72337	3.05581
0	1.65803	4.57131	2.52692	1.42433	4.73422	3.28411	2.39327	6.00203	4.33144	4.4433	4.68958	4.40378	4.16056	4.74511	3.17098	5.9276	5.626	7.39563	8.84347	6.24054	3.91438	2.58818
0	1.91253	4.13948	1.42784	1.8683	4.41189	4.69723	2.35817	5.82575	3.95646	3.07207	4.9453	2.25274	4.71057	4.21248	3.16775	5.70369	5.4539	6.14973	8.31648	5.5585	3.84438	2.56086
0	1.60048	4.66399	1.42784	1.07665	4.04399	2.7336	2.85819	5.53011	4.29275	2.98799	4.78884	2.64634	3.26113	5.15266	3.58	5.78358	4.93118	7.51802	9.58746	6.27978	3.99225	2.25023
0	0.46403	2.74468	2.79109	1.06745	3.07766	2.39734	1.98396	4.44816	3.86187	1.4982	3.40662	2.18618	3.15157	4.851	2.90177	5.61041	4.4068	5.81213	9.67708	5.0155	2.66261	1.53042
0	0.15292	2.34761	1.42784	1.18662	3.56108	3.29481	2.35789	5.24176	4.30271	2.77845	5.0317	2.75391	3.50511	4.52607	3.73712	5.95634	4.58854	6.72355	9.59331	4.45559	2.07331	1.42772
